structure_id,id_type,standpipe_status,standpipe_casefile,fire_alarm_status,fire_alarm_casefile,smoke_control_status,smoke_control_casefile,pier_status,pier_casefile,fire_escape_status,fire_escape_casefile,private_bridge_status,private_bridge_casefile,emer_stdby_pwr_sys_status,emer_stdby_pwr_sys_casefile,special_hazards_status,special_hazards_casefile,facade_status,facade_casefile,sprinkler_status,sprinkler_casefile,damper_status,damper_casefile,objectid
1545516,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19123
1261141,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19124
1115929,BIN,,,Active,,,,,,,,,,,,,,Expired,,Expired,,,,19125
1286236,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19126
1374257,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,19127
1029905,BIN,,,Active,,,,,,,,,,,,,,,,Deficient,,,,19128
1203999,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19129
1501681,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19130
1488192,BIN,,,,,,,,,,,,,,,,,Active,,,,,,19131
1041164,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19132
1007268,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,19133
1425409,BIN,,,Expired,,,,,,,,,,Expired,,Active,,,,,,,,19134
1007660,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19135
3000511,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19136
1523943,BIN,,,Expired,CF-2025-084947,,,,,,,,,Active,,,,Active,,Deficient,CF-2025-084947,,,19137
1186251,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,19138
1425822,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19139
1490137,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19140
1046689,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19141
1006314,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19142
1499193,BIN,,,Expired,CF-2025-052505,,,,,,,,,,,Expired,,,,Expired,CF-2025-052505,,,19143
1409854,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19144
1256549,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19145
1104435,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19146
1046828,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19147
1525164,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19148
1071895,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19149
1041936,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19150
1545152,BIN,,,,,,,,,Active,,,,,,,,,,,,,,19151
1463612,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,19152
1524721,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19153
1537941,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19154
1072537,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19155
1509246,BIN,,,Active,,,,,,,,,,,,Deficient,CF-2025-052655,,,,,,,19156
1461391,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19157
1478838,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19158
1541222,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19159
1369303,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19160
1434563,BIN,,,Active,,,,,,,,,,,,,,Active,,,,,,19161
1028540,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19162
1004187,BIN,,,Expired,,,,,,Active,,,,,,,,,,Expired,,,,19163
1476774,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19164
1221584,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19165
1529271,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19166
1179206,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19167
1228909,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19168
1179950,BIN,,,,,,,,,,,,,,,,,Active,,,,,,19169
1260095,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19170
1087065,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19171
1203146,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19172
1207533,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19173
1536583,BIN,,,,,,,,,,,,,,,Active,,,,Active,,,,19174
1481202,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19175
1095368,BIN,,,Expired,,,,,,,,,,Expired,,,,Active,,,,,,19176
1329586,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19177
1500684,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19178
1543416,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19179
1064246,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19180
1547212,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19181
1502117,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19182
1011520,BIN,,,Expired,,,,,,,,,,,,Active,,,,Active,,,,19183
1507785,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19184
1543955,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19185
1384222,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19186
1465263,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19187
1505441,BIN,,,Expired,,,,,,Active,,,,,,Active,,,,,,,,19188
1289872,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19189
1305516,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19190
1435854,BIN,,,,,,,,,,,,,,,,,Active,,Active,,,,19191
1230151,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19192
1440646,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19193
1078971,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19194
1007265,BIN,,,Expired,,,,,,,,,,,,,,Active,,,,,,19195
1452657,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19196
1287647,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19197
1327156,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19198
1112610,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19199
1368782,BIN,,,Active,,,,,,,,,,Active,,,,,,Active,,,,19200
1519726,BIN,,,,,,,,,,,,,Expired,,,,,,,,,,19201
1535903,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19202
1550008,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19203
1369516,BIN,,,,,,,,,Active,,,,,,,,,,Active,,,,19204
1426757,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19205
1043542,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19206
1186962,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19207
1057404,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19208
1313375,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,19209
1535965,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,19210
1398101,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19211
1058472,BIN,,,Expired,,,,,,,,,,Active,,Active,,,,Expired,,,,19212
1491714,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19213
1501539,BIN,,,,,,,,,,,,,,,Deficient,,,,,,,,19214
1309340,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19215
1226741,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19216
1227102,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,19217
1304604,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19218
1137505,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19219
1457763,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19220
1125802,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19221
1504226,BIN,,,,,,,,,Active,,,,,,,,,,,,,,19222
1017549,BIN,,,Active,,,,,,,,,,,,,,Active,,,,,,19223
1010630,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19224
1520916,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19225
1052208,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19226
1522517,BIN,,,,,,,,,,,,,Expired,,,,,,,,,,19227
1004681,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19228
1374864,BIN,,,Expired,,,,,,,,,,,,Active,,,,Expired,,,,19229
1438465,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19230
1102232,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19231
1203998,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19232
1129096,BIN,,,Active,,,,,,,,,,,,,,Active,,Deficient,CF-2025-089290,,,19233
1476399,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19234
1223992,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19235
1007039,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19236
1082172,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19237
1410183,BIN,,,Active,,,,,,,,,,,,,,Active,,,,,,19238
1063538,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19239
1015382,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19240
1477315,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,19241
1138990,BIN,,,,,,,,,Active,,,,,,,,,,,,,,19242
1527475,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19243
1022743,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19244
1474808,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19245
1238345,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19246
1391394,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19247
1374474,BIN,,,,,,,,,,,,,,,Deficient,,,,Expired,,,,19248
1488022,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19249
1443932,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19250
1452325,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19251
1543182,BIN,,,Active,,,,,,,,,,,,,,Active,,,,,,19252
1104852,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19253
1000557,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19254
1159275,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,19255
3000439,BIN,,,Active,,,,,,,,,,Active,,,,,,Expired,,,,19256
1435060,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19257
1015043,BIN,,,,,,,,,,,,,,,,,Active,,,,,,19258
1280574,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19259
1456182,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,19260
1249042,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19261
1377159,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19262
1231611,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19263
1543986,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19264
1435594,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19265
1415867,BIN,,,Expired,,,,,,,,,,Active,,,,Active,,Expired,,,,19266
1364722,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19267
1077357,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19268
1539411,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19269
1398056,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19270
1510713,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19271
1455164,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19272
1393477,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19273
1145674,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19274
1136003,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19275
1451460,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19276
1049585,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19277
1436182,BIN,,,Expired,,,,,,Active,,,,,,,,,,,,,,19278
1343064,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19279
1279676,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19280
1535453,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19281
1523665,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19282
1404952,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19283
1039315,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19284
1421359,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19285
1222148,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19286
1298242,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19287
1375426,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19288
1354086,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19289
1549999,BIN,,,Expired,,,,,,,,,,,,Active,,,,Expired,,,,19290
1525203,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,19291
1544820,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,19292
1059159,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19293
1011206,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19294
1318363,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,19295
1028535,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19296
1006648,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,19297
1382140,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19298
1480818,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19299
1039777,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19300
1100447,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,19301
1550897,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19302
1265486,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,19303
1052825,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19304
1162900,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19305
1409780,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19306
1427367,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19307
1498611,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19308
1013290,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19309
1424956,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19310
1299294,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19311
1145302,BIN,,,,,,,,,Active,,,,,,Active,,,,Expired,,,,19312
1025451,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19313
1542871,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19314
1500532,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19315
1101971,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19316
1492367,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19317
1068534,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,19318
1259787,BIN,,,Expired,,,,,,,,,,Active,,,,,,,,,,19319
1264644,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19320
1394692,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19321
1119945,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,19322
1470611,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19323
1390277,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19324
1545480,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19325
1539545,BIN,,,Active,,,,,,,,,,,,,,,,Deficient,,,,19326
1145767,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19327
1368891,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19328
1305072,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,19329
1339431,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19330
3000488,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19331
1431478,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19332
1031276,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19333
1490792,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19334
1003345,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19335
1436009,BIN,,,Active,,,,,,,,,,,,,,Expired,CF-2025-107807,,,,,19336
1403040,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19337
1322120,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19338
1293895,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19339
1020664,BIN,Expired,,Active,,,,,,,,,,,,,,Active,,,,,,19340
1365753,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19341
1118220,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19342
1010270,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19343
1543212,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19344
1425631,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19345
1388070,BIN,,,Expired,,,,,,Active,,,,,,,,,,,,,,19346
1309639,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19347
1536444,BIN,,,,,,,,,Active,,,,,,,,,,,,,,19348
1161596,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19349
1325452,BIN,,,,,,,,,,,,,Active,,,,,,,,,,19350
1046759,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19351
1521035,BIN,,,Expired,,,,,,Expired,,,,,,,,Active,,,,,,19352
1109236,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,19353
1266421,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19354
1125855,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19355
1209977,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19356
1436011,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19357
1365825,BIN,,,Expired,,,,,,,,,,,,,,,,Active,,,,19358
1370108,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19359
1476995,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19360
1213452,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19361
1527801,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,19362
1375372,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19363
1515595,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19364
1127113,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19365
1380230,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19366
1461222,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19367
1036924,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19368
1178391,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19369
1455539,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19370
1548183,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19371
1466016,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19372
1118496,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19373
1086292,BIN,,,Expired,,,,,,,,,,,,Expired,,,,,,,,19374
1185516,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19375
1430933,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19376
1131161,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19377
1110499,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19378
1386429,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19379
1228877,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19380
1543632,BIN,,,Deficient,,,,,,,,,,,,,,,,Active,,,,19381
1527936,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,19382
1510903,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19383
1366484,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19384
1445490,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19385
1007752,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19386
1242271,BIN,,,,,,,,,,,,,Expired,,,,,,,,,,19387
1464342,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19388
1507769,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19389
1127022,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19390
1076770,BIN,,,Deficient,,,,,,,,,,,,,,,,,,,,19391
1547868,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19392
1381497,BIN,,,Active,,,,,,,,,,,,,,,,Deficient,CF-2025-107328,,,19393
1286156,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19394
1152105,BIN,,,Active,,,,,,,,,,Active,,,,,,,,,,19395
1017882,BIN,,,Active,,,,,,,,,,,,Active,,,,,,,,19396
1312613,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19397
1041561,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19398
1464669,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19399
1067753,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19400
1028733,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19401
1328992,BIN,,,Expired,CF-2025-081460,,,,,,,,,Active,,Active,,,,,,,,19402
1415494,BIN,,,Active,,,,,,Active,,,,Expired,,,,,,Active,,,,19403
1116465,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19404
1544662,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19405
1085450,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19406
1212659,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19407
1006782,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19408
1398093,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19409
1377685,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19410
1149151,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19411
1056929,BIN,,,,,,,,,Active,,,,,,,,,,,,,,19412
1462543,BIN,,,,,,,,,,,,,,,Active,,,,,,,,19413
1361489,BIN,,,Deficient,,,,,,,,,,,,,,,,,,,,19414
1550041,BIN,,,Active,,,,,,Active,,,,,,,,,,,,,,19415
1549370,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19416
1545783,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19417
1544675,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19418
1547149,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19419
1501567,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19420
1198159,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19421
1398095,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19422
1454043,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19423
1089564,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19424
1069104,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19425
1014841,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19426
1421796,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19427
1545390,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19428
1389945,BIN,,,Expired,,,,,,,,,,Expired,,,,,,,,,,19429
1100920,BIN,,,Active,,,,,,,,,,Expired,,,,,,,,,,19430
1496013,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19431
1551119,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19432
1542154,BIN,,,Expired,,,,,,,,,,Expired,,,,Unsafe,,Active,,,,19433
1250198,BIN,,,Expired,,,,,,,,,,,,Active,,,,,,,,19434
1244115,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19435
1536569,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19436
1496579,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19437
1439898,BIN,,,Active,,,,,,Active,,,,,,,,Active,,Expired,,,,19438
1550130,BIN,,,Active,,,,,,,,,,Active,,Active,,,,Expired,,,,19439
1378797,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19440
1501309,BIN,,,,,,,,,Active,,,,,,,,,,,,,,19441
3000311,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19442
1044824,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19443
1027157,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19444
1469748,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19445
1517983,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,19446
1008493,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19447
1417206,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19448
1461173,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19449
1218840,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19450
1428170,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19451
1221507,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19452
1011140,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19453
1202218,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19454
1549828,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19455
1547549,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19456
1324141,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19457
1530948,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19458
1176009,BIN,,,,,,,,,,,,,Expired,,,,,,Active,,,,19459
1001204,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19460
1475519,BIN,,,Active,,,,,,,,,,,,Active,,,,Active,,,,19461
1188322,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19462
1265195,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19463
1530469,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19464
1175006,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19465
1004324,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19466
1544594,BIN,,,,,,,,,,,,,,,,,Expired,,,,,,19467
1373878,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19468
1436776,BIN,,,Active,,,,,,,,,,,,Expired,,,,,,,,19469
1235751,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19470
3000383,BIN,,,Active,,,,,,,,,,,,,,,,Expired,,,,19471
1372294,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19472
1441547,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19473
1084777,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19474
1524607,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19475
1471661,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19476
1025310,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19477
1198316,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19478
1498573,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19479
1547251,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19480
1331627,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19481
1194673,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19482
1467216,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19483
1153749,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19484
1360110,BIN,,,Active,,,,,,,,,,,,,,,,Active,,,,19485
1358650,BIN,,,,,,,,,,,,,,,Expired,,,,,,,,19486
1324224,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19487
1452155,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19488
3000314,BIN,,,Expired,,,,,,,,,,,,,,,,Expired,,,,19489
1285741,BIN,,,,,,,,,,,,,,,,,,,Active,,,,19490
1061440,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19491
1551675,BIN,,,,,,,,,,,,,,,,,,,Deficient,,,,19492
1041506,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19493
1134169,BIN,,,Active,,,,,,,,,,,,,,,,,,,,19494
1448564,BIN,,,Expired,,,,,,,,,,,,,,,,,,,,19495
2001217,BIN,,,,,,,,,,,,,Active,,,,,,Active,,,,19496
1081922,BIN,,,,,,,,,,,,,,,,,,,Expired,,,,19497
